"1","10","251125118247897","Jab We Met","Movie","2012-08-27 16:09:47","2007-10-26 00:00:00","NULL","http://www.facebook.com/JabWeMet.Movie","main","1770615"
"2","10","298204870269976","Rang De Basanti","Movie","2012-06-01 11:01:54","2007-10-26 00:00:00","NULL","http://www.facebook.com/pages/Rang-De-Basanti/298204870269976","main","1491276"
"3","10","441170255909978","3 Idiots Movie","Movie","2012-05-22 03:11:40","2007-10-26 00:00:00","NULL","http://www.facebook.com/3idiotsthefilm","main","8444317"
"4","10","263263750378138","Andaz Apna Apna","Movie","2012-05-17 16:21:45","1994-04-11 00:00:00","NULL","http://www.facebook.com/AndazApnaApna.Movie","main","925810"
"5","10","41150568556","Dirty Dancing","Movie","2012-05-15 19:04:34","1987-10-11 00:00:00","NULL","http://www.facebook.com/OfficialDirtyDancing","main","14511938"
"6","10","268817026482059","Dil Chahta Hai","Movie","2011-10-17 19:28:44","2001-08-10 00:00:00","NULL","http://www.facebook.com/DilChahtaHai.Movie","main","1764590"
"7","10","149945288434221","Lagaan","Movie","2011-10-17 17:53:31","2001-06-15 00:00:00","NULL","http://www.facebook.com/Lagaan.Movie","main","403457"
"8","10","141836935914740","Chak De! India","Movie","2011-10-17 17:27:26","2007-08-10 00:00:00","NULL","http://www.facebook.com/ChakDeIndia.Movie","main","534692"
"9","10","230262937031656","Jaane Tu Ya Jaane Na","Movie","2011-10-17 17:16:54","2008-07-04 00:00:00","NULL","http://www.facebook.com/JaaneTuYaJaaneNa.Movie","main","517203"
"10","10","263704590309984","To Kill a Mockingbird","Movie","2011-10-12 18:55:36","1962-12-25 00:00:00","NULL","http://www.facebook.com/ToKillAMockingbirdMovie","main","1246107"
"11","10","159991337403488","Amelie","Movie","2011-09-11 02:57:27","2001-11-02 00:00:00","NULL","http://www.facebook.com/AmelieMovie","main","1874858"
"12","10","208216465860882","Midnight In Paris","Movie","2011-06-25 04:54:19","NULL","NULL","http://www.facebook.com/midnightinparis","main","480496"
"13","10","111549432199998","Banksy's Exit Through The Gift Shop (United States)","Movie","2011-06-16 03:51:35","NULL","NULL","http://www.facebook.com/pages/Banksys-Exit-Through-The-Gift-Shop-United-States/111549432199998","main","141423"
"14","10","104184276284244","Exit Through the Gift Shop","Movie","2011-06-15 05:03:42","NULL","NULL","http://www.facebook.com/pages/Exit-Through-the-Gift-Shop/104184276284244","main","92506"
"15","10","49468711223","DEV. D","Movie","2011-06-11 18:25:49","2009-02-06 00:00:00","NULL","http://www.facebook.com/devdthefilm","main","192764"
"16","10","160640653979986","The Social Network Movie","Movie","2011-06-10 01:37:04","2010-10-01 00:00:00","NULL","http://www.facebook.com/SocialNetworkMovie","main","1348848"
"17","10","112842988801190","Pulp Fiction","Movie","2011-06-08 22:11:32","1994-10-14 00:00:00","NULL","http://www.facebook.com/PulpFiction","main","5529303"
