@relation movie_clustered
@attribute ITEM_ID string
@attribute DIFF numeric

@data
'http://www.facebook.com/pages/Whoriffik/158782037539699',127.46568287
'http://www.facebook.com/TheZombieSurvivalGuide',3066.122006
'http://www.facebook.com/OfficialTurboSwag',1.79701003087
'http://www.facebook.com/KDtimeslipdr.jin',21.6920717593
'http://www.facebook.com/RoadworthyTV',-358.240729167
'http://www.facebook.com/killingkennedythebook',69.2059606481
'http://www.facebook.com/ThisRisingTide',-330.289259259
'http://www.facebook.com/claescem',83.464849537
'http://www.facebook.com/MadOrangeFireworks',247.698884804
'http://www.facebook.com/pages/Marley-Me/112469308764964',1876.3071536
'http://www.facebook.com/pages/Survival-of-the-Fittest/183526571731979',60.0168055556
'http://www.facebook.com/pages/Married-For-The-Pain/316334390468',-182.875590278
'http://www.facebook.com/marcscibilia',115.412702546
'http://www.facebook.com/pages/Sherlock-BBC-TV-Series/103061723084074',725.711493056
'http://www.facebook.com/pages/Cant-Wait-til-CMA-Fest-2012/127183274026963',636.928784722
'http://www.facebook.com/FeverRay',792.00518287
'http://www.facebook.com/pages/Mister-Monday/108375399182518',2754.76665509
'http://www.facebook.com/jamiewoonmusic',321.720069444
'http://www.facebook.com/electricanimalband',59.876574074
'http://www.facebook.com/WeirdBook',11.0879976852
'http://www.facebook.com/WeTheSurreal',-17.5883641975
'http://www.facebook.com/rodneyhaydenmusic',151.694351852
'http://www.facebook.com/pages/PJ-Pacifico/189263790491',-35.7323726852
'http://www.facebook.com/JaredKnapik',171.684305556
'http://www.facebook.com/pages/Fall-of-a-Kingdom/109510612408136',2353.01600694
'http://www.facebook.com/Next2Noth',132.639305556
'http://www.facebook.com/ScottPilgrim',194.0951875
'http://www.facebook.com/brightenermusic',3.01482638891
'http://www.facebook.com/pages/Deadline-Out/130480106995257',861.898599537
'http://www.facebook.com/NikeJemiyo',143.094560185
'http://www.facebook.com/yurigirlsgeneration',1053.2531713
'http://www.facebook.com/pages/The-Old-Willis-Place/109040735782041',2348.04871528
'http://www.facebook.com/dressersbook',-146.376921296
'http://www.facebook.com/SarahAsherGeronimo25',589.222685185
'http://www.facebook.com/CountdownBand',-8.46842592594
'http://www.facebook.com/pages/Eleven-Minutes/105647819468931',2653.04686777
'http://www.facebook.com/pages/Bloodline/106000142764820',1486.77251157
'http://www.facebook.com/VenomistheRemedy',114.275833333
'http://www.facebook.com/AtlasShruggedMovie',-22.5950578704
'http://www.facebook.com/pages/Wonder-Bread/127563513995894',218.668136574
'http://www.facebook.com/TitanicTVSeries',-13.39734375
'http://www.facebook.com/dangodlin',-782.1640625
'http://www.facebook.com/12stepsawayband',-118.069074074
'http://www.facebook.com/JohnFromCincinnatiHBO',1608.84663484
'http://www.facebook.com/pages/Stumbling-on-Happiness/109494825735307',1625.99916667
'http://www.facebook.com/pages/Singh-Is-King/110571418966280',1031.65215278
'http://www.facebook.com/TheWitchesBook',-31.1304976852
'http://www.facebook.com/pages/Confessions-of-an-Economic-Hitman/105973492774944',2365.07572917
'http://www.facebook.com/DiaryOfAGayNerd',84.0566898148
'http://www.facebook.com/pages/Roflmao/439943909352377',227.748935185
'http://www.facebook.com/TheMendUK',-600.034305556
'http://www.facebook.com/Thebroband',-73.1613888888
'http://www.facebook.com/pages/Sarah-Lockwood-Barr/167937313216877',-424.031701389
'http://www.facebook.com/pages/Artemis-Fowl-and-the-Atlantis-Complex/136948209656314',231.331585648
'http://www.facebook.com/OfficialMachete',64.1335243055
'http://www.facebook.com/RadioheadShow',-39.9017708333
'http://www.facebook.com/HallsOfIvySeries',15.5786342593
'http://www.facebook.com/lights',-151.3132907
'http://www.facebook.com/pages/5-point-someone/114508908561387',2240.00549679
'http://www.facebook.com/pages/The-Immortals-of-Meluha/108107895906891',633.617241162
'http://www.facebook.com/pages/In-the-Woods/112683955414303',1694.5506713
'http://www.facebook.com/pages/A-Long-Way-Gone/106250146077675',1394.25293035
'http://www.facebook.com/vinetalk',160.064444444
'http://www.facebook.com/undoubleneufcinq',-468.101099537
'http://www.facebook.com/BellaBizelle',303.158587963
'http://www.facebook.com/GeoCebuSingingSensation',-27.7162847222
'http://www.facebook.com/Rango',46.0495833333
'http://www.facebook.com/SeanBrodyBeats',-77.6281134259
'http://www.facebook.com/pages/The-Namesake/112229975459408',2587.56370098
'http://www.facebook.com/BarKarma',4.80031249998
'http://www.facebook.com/theraeth',2079.86486111
'http://www.facebook.com/JamInTheDam',-247.345902778
'http://www.facebook.com/beginwithyes',686.125185185
'http://www.facebook.com/pages/The-Deep/113571575322988',1375.11420139
'http://www.facebook.com/pages/One-night-at-call-center/106053682768064',1670.1915162
'http://www.facebook.com/pages/The-Queen-Of-Sop/298263420232469',-105.763298611
'http://www.facebook.com/pages/Jackie-Moon/106549096046938',800.081990741
'http://www.facebook.com/pages/Ishqiya/110605593546',274.587534722
'http://www.facebook.com/pages/Blood-Promise/113798521963552',581.927662037
'http://www.facebook.com/sparklefightmusic',353.707627315
'http://www.facebook.com/VanHelsingMovie',2511.32452546
'http://www.facebook.com/pages/Phone-Booth/112192428797574',2438.60858796
'http://www.facebook.com/ogkeithsweat',386.857488426
'http://www.facebook.com/LouSahadi',107.035648148
'http://www.facebook.com/placesplease',-285.021655093
'http://www.facebook.com/pages/Guilty-Crown-%E3%82%AE%E3%83%AB%E3%83%86%E3%82%A3%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%B3/264366246931529',123.489606482
'http://www.facebook.com/KamenRiderFourze',29.225
'http://www.facebook.com/pages/LMFAO-SORRY-FOR-PARTY-ROCKING/111037458987874',-142.119189815
'http://www.facebook.com/BossEngiraBhaskaran',35.5984490741
'http://www.facebook.com/Angelverahband',22.3970630787
'http://www.facebook.com/pages/Project-Two/194834547232742',319.246006944
'http://www.facebook.com/pages/Eating-Animals/111986622151056',509.175570988
'http://www.facebook.com/CuteWinFail',418.561041667
'http://www.facebook.com/inlikemusic',-345.866157407
'http://www.facebook.com/KeatonMusic',186.688472222
'http://www.facebook.com/pages/Totem/166886312336',494.586111111
'http://www.facebook.com/pages/The-Book-Thief/103790909660107',1774.38764178
'http://www.facebook.com/FiftyShadesOfGreyFans',51.9554456019
'http://www.facebook.com/TheXFactorUSA',-242.926094219
'http://www.facebook.com/imphaltalkies',1324.10042824
'http://www.facebook.com/pages/Decoys/105700452798047',2014.87421296
'http://www.facebook.com/pages/Scary-Stories/112420525436119',1833.27638889
'http://www.facebook.com/HawthorneHeights',-704.718325855
'http://www.facebook.com/TAMDband',-220.863865741
'http://www.facebook.com/BecomingJaneMovie',1561.1834809
'http://www.facebook.com/itsduong',639.165011574
'http://www.facebook.com/pages/LOC-Kargil/109489499070673',2619.62543981
'http://www.facebook.com/pages/Scarecrow/109353582424730',2666.86018519
'http://www.facebook.com/tvswe',2704.42029514
'http://www.facebook.com/pages/Storm-Corrosion/187831801312141',-54.2538618827
'http://www.facebook.com/teamtwilight',-511.164150463
'http://www.facebook.com/feist',2267.31719164
'http://www.facebook.com/MommyHasATattoo',1979.05414352
'http://www.facebook.com/MandolinOrange',11.7655439815
'http://www.facebook.com/absenceoflightkenya',-461.48400463
'http://www.facebook.com/pages/Bennet-And-The-Band/179202712116844',1691.7203125
'http://www.facebook.com/Barcelona',-521.806244658
'http://www.facebook.com/matthewhylandmusic',166.681990741
'http://www.facebook.com/reachingthesurfaceny',-222.79849537
'http://www.facebook.com/pages/The-Maze-Runner/105520396147382',697.491707176
'http://www.facebook.com/thebeautyinsidefilm',65.7049768518
'http://www.facebook.com/youlovehercozshesdead1',353.240428241
'http://www.facebook.com/nefufans',-1063.8403125
'http://www.facebook.com/CassieSuper',1935.11588426
'http://www.facebook.com/pages/Madame-X/244436612242306',656.30537037
'http://www.facebook.com/officialmickeyfactz',-538.485690586
'http://www.facebook.com/brianmarquismusic',189.879386574
'http://www.facebook.com/Humanplanettvseries',172.441022377
'http://www.facebook.com/DesertDolls',865.771909722
'http://www.facebook.com/pages/The-Truth/153358574738048',-16.8562962963
'http://www.facebook.com/jonnydiaz',-140.228479167
'http://www.facebook.com/panchforon',196.83961034
'http://www.facebook.com/pages/Game-Change/109317259095034',272.729479167
'http://www.facebook.com/DCwondermusic',486.94025463
'http://www.facebook.com/MylesPmusic',-148.344074074
'http://www.facebook.com/gonzofilm',-25.0886342593
'http://www.facebook.com/cultrerilynch',1.65578703699
