176,1035249321
212,1243080777
56,1374900436
160,611089736
207,1105250159
112,714652900
67,100000128594021
210,1082243246
149,715349357
193,1381110697
137,584320295
132,559650231
71,636113637
84,1124460761
164,1090080195
198,705266244
135,739295526
172,100001398593511
94,1279566898
41,671355105
113,570833194
103,710432497
73,827773555
61,575805953
164,1368287941
207,1136344945
263,622999497
175,1085945036
105,1174085081
81,522929866
163,1284231835
93,804167467
245,1351920902
35,519876613
212,100001179014855
214,709092706
63,515418704
144,1339440111
79,100000569802255
259,1407951779
177,28134742
233,1113365047
184,33205551
12,1156941716
67,1258354334
37,100000327807386
182,1372050052
166,1346833294
79,100000568442801
21,100000147053198
154,588520246
93,844211235
259,506874353
56,504835304
204,642400662
162,1110155005
175,624798637
212,687421851
51,514584416
191,1203861335
217,1455720923
101,1217767373
267,1008047555
14,1452646661
112,1579844525
88,100000445703676
100,1213325664
238,614831515
176,610640957
143,793225000
256,1823854777
217,1227960299
29,652893556
81,1084230345
209,100000112323703
185,581894982
44,1375328069
154,677910961
85,1301043425
191,1368061655
94,1301616345
204,1338150137
134,1363350633
140,1166839855
176,1653392241
140,1366770104
194,1380870099
259,806760724
251,1288963691
26,1655610987
70,1170039291
103,1310224375
80,732080127
30,1084470436
209,100000900536346
177,1223469334
98,608569988
50,780469203
37,1821853875
166,578117358
54,647447551
135,514010223
207,701888068
89,100001269085378
149,509744259
87,100001066720310
93,1367612568
97,1161030310
189,546660184
198,100002403334577
149,517281192
87,1052966932
43,1525690775
36,548217148
17,1453988749
202,100002960350614
19,1335540017
112,741226481
80,620722552
248,535421671
226,756939501
149,671192460
226,1038096226
247,1194901275
214,1459620023
63,651959369
213,1094010592
133,1508827920
199,1143060029
30,1352514722
85,592277324
256,1353219574
57,787279565
71,1362210466
197,1219112542
266,100000159066753
159,525346547
215,1410816959
195,631964099
179,803784814
217,1280348172
132,1599390034
109,691667246
92,1010845691
142,1343894966
72,1367220159
17,1324838636
225,651395132
85,1121417939
15,1433905047
110,1138170238
178,1345531132
166,730198711
29,504897927
35,505354371
161,582514040
77,1259220467
249,728062979
262,1314755064
195,1097733950
57,591879131
122,100002896910151
176,1739514643
102,1643807346
44,100000354596759
67,100000062411293
193,1055507111
16,772755675
86,590706424
179,1385390918
240,1331681604
202,100000144256672
102,1498801398
94,654617564
68,1789609298
189,1047240178
104,1063718198
225,654320007
66,1086720767
84,1354890094
212,623336367
112,614524751
152,1048662799
197,689145906
175,742025243
176,1453163177
161,646973071
230,552116698
259,720697688
133,726330012
162,626847059
89,1147060876
161,1314206593
107,100000079677124
262,1547293425
73,627842633
134,625475631
62,642724534
12,741096264
249,1258110900
228,839869109
31,591997194
132,100000226854227
54,761308912
66,1456380171
166,502270183
206,520308200
92,541438229
59,100003971015313
146,533596657
58,1066110023
106,631229281
252,625836476
18,100000049236019
132,100002450815702
265,1236053466
218,1128630398
210,1759009722
88,1220117869
112,696084933
174,779612715
256,1347425609
261,100001104878715
38,520829365
179,1314901283
262,1328485669
26,1367108266
10,100001311334707
77,604348637
236,1413602637
134,508545030
13,1321166903
14,1056304085
58,711751251
61,593131653
34,100000232685615
96,519477659
144,1239388389
148,1336620120
90,728390244
45,510563686
187,549315824
58,5318916
56,1120531561
207,699895435
220,1084648102
10,773505703
43,630318405
155,26300623
231,681091130
167,100000515017820
93,694715839
215,718405720
25,1237860212
44,100000828917207
142,532637602
262,614874454
248,1445883585
77,639680527
241,100001099660122
36,654196761
159,100001246098404
112,1408825633
31,1479810823
79,100000004003026
135,509592751
231,1198233763
40,1572378458
217,1302624798
39,1209041991
178,100000296959192
31,1092072364
93,1231721153
35,641667646
33,410718
154,1013467731
193,1381110571
56,759176903
210,1401206306
136,100000189117382
264,662698780
158,1368510138
44,1286857498
194,1019384484
185,1615785787
232,1380630069
245,1351920973
87,549234114
249,100001282946146
149,640668386
39,1143702013
162,792344109
134,705147469
44,697018664
21,100001069699013
217,100002649463409
25,1010318666
247,814675437
104,694296497
163,1213364007
253,1443902495
210,1042782408
154,515542521
249,100000023302838
262,1583343615
138,1083390270
200,547185859
94,624268265
106,1156854703
139,100001304839805
36,1026610959
15,42303016
213,1302516436
214,1551951848
237,1297277526
204,1011017200
20,590267025
190,758933409
193,100000458500087
66,787600483
99,1352783435
159,1719414175
191,636655745
183,100002146511134
244,505080136
24,1238131175
25,1234440457
142,542982402
89,1526101011
31,554864588
200,1004047992
10,539402399
142,563367931
89,92503864
238,1319703994
77,645705000
15,100000236283038
107,100003508943587
248,722785780
217,845969616
37,1330950132
175,1372634559
53,5817265
242,532050880
207,534843686
33,422292
197,756948187
35,507479189
178,1058246405
214,643471978
61,1354419835
178,1591156392
201,704835148
261,1436820316
264,690182003
110,645897267
82,564784313
223,1418892220
138,1526236633
175,1544177707
